show_id,type,title,director,date_added,release_year,rating,duration
s3421,Movie,Klaus,Sergio Pablos,15-Nov-19,2019,PG,98 min
s3422,TV Show,Knightfall,,13-Aug-19,2019,TV-MA,2 Seasons
s3423,TV Show,Knights of Sidonia,," December 1, 2019",2015,TV-MA,2 Seasons
s3424,Movie,Knock Down The House,Rachel Lears,1-May-19,2019,PG,88 min
s3425,Movie,Knock Knock,Eli Roth,1-Nov-20,2015,R,99 min
s3426,Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens",31-Mar-17,1945,TV-14,63 min
s3427,Movie,Knowing,Alex Proyas,1-Oct-19,2009,PG-13,121 min
s3428,TV Show,KO One,,19-Apr-19,2005,TV-MA,1 Season
s3429,TV Show,KO One Return,,30-Apr-19,2012,TV-MA,1 Season
s3430,Movie,Kocan Kadar Konus,Kıvanç Baruönü,10-Mar-17,2015,TV-14,104 min
s3431,Movie,Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,10-Mar-17,2016,TV-14,104 min
s3432,Movie,Kodachrome,Mark Raso,20-Apr-18,2018,TV-MA,105 min
s3433,Movie,Koi Aap Sa,Partho Mitra,31-May-19,2006,TV-14,135 min
s3434,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,1-Mar-17,2016,TV-G,56 min
s3435,Movie,Kolaiyuthir Kaalam,Chakri Toleti,24-Apr-20,2019,TV-14,107 min
s3436,Movie,Komola Rocket,Noor Imran Mithu,7-Jan-19,2018,TV-14,95 min
s3437,TV Show,Kon Kon Kon,,16-Feb-18,2014,TV-PG,1 Season
s3438,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg",26-Apr-19,2012,PG-13,96 min
s3439,TV Show,Kong: King of the Apes,,4-May-18,2018,TV-Y7,2 Seasons
s3440,TV Show,Kongsuni and Friends,,30-Oct-20,2020,TV-Y,2 Seasons
s3441,TV Show,Kopitiam,,3-Nov-18,2003,TV-14,7 Seasons
s3442,TV Show,Korean Pork Belly Rhapsody,,4-Jan-21,2020,TV-G,1 Season
s3443,Movie,Koshish,Gulzar,31-Dec-19,1972,TV-14,115 min
s3444,Movie,Kraftidioten,Hans Petter Moland,5-Jan-17,2014,TV-MA,117 min
s3445,Movie,Krish Trish and Baltiboy,,8-Sep-17,2009,TV-Y7,58 min
s3446,Movie,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty",8-Sep-17,2013,TV-Y7,62 min
s3447,Movie,Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty",8-Sep-17,2016,TV-Y,65 min
s3448,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,8-Sep-17,2012,TV-Y7,61 min
s3449,Movie,Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,17-Nov-17,2017,TV-Y7,65 min
s3450,Movie,Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,8-Sep-17,2017,TV-Y7,65 min
s3451,Movie,Krish Trish and Baltiboy: Part II,,8-Sep-17,2010,TV-Y7,58 min
s3452,Movie,Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty",8-Sep-17,2013,TV-Y7,60 min
s3453,Movie,Krisha,Trey Edward Shults,7-Nov-18,2015,R,81 min
s3454,Movie,Krishna and His Leela,Ravikanth Perepu,25-Jun-20,2020,TV-MA,126 min
s3455,TV Show,Krishna Balram,,8-Jul-19,2019,TV-Y7,1 Season
s3456,Movie,Krishna Cottage,Santram Varma,31-May-19,2004,TV-MA,124 min
s3457,Movie,Kristy,Oliver Blackburn,31-Oct-15,2013,NR,85 min
s3458,Movie,Krutant,Datta Mohan Bhandare,2-Jun-19,2019,TV-14,114 min
s3459,Movie,Krystal,William H. Macy,1-Jan-19,2017,R,93 min
s3460,Movie,Kucch To Hai,Anil V. Kumar,15-May-19,2003,TV-14,136 min
s3461,Movie,Kuch Kuch Hota Hai,Karan Johar,1-Apr-20,1998,TV-14,185 min
s3462,Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,31-Dec-19,2017,TV-MA,126 min
s3463,TV Show,Kulipari: An Army of Frogs,,2-Sep-16,2016,TV-Y7,1 Season
s3464,TV Show,Kulipari: Dream Walker,,20-Nov-18,2018,TV-Y7,1 Season
s3465,Movie,Kung Fu Hustle,Stephen Chow,1-Apr-20,2004,R,99 min
s3466,Movie,Kung Fu Magoo,Andrés Couturier,1-Aug-18,2010,TV-Y7,79 min
s3467,Movie,Kung Fu Panda: Holiday,Tim Johnson,1-Dec-12,2010,TV-PG,26 min
s3468,Movie,Kung Fu Panda: Secrets of the Scroll,Rodolphe Guenoden,25-Mar-16,2016,TV-PG,23 min
s3469,Movie,Kung Fu Yoga,Stanley Tong,6-Oct-17,2017,TV-PG,107 min
s3470,Movie,Kuntilanak,Rizal Mantovani,12-Oct-18,2018,TV-14,106 min
s3471,Movie,Kuppivala,Suresh Pillai,1-Aug-18,2017,TV-14,133 min
s3472,Movie,Kurbaan,Renzil D'Silva,1-Oct-18,2009,TV-14,147 min
s3473,TV Show,Kuroko's Basketball,,15-Jan-21,2013,TV-MA,1 Season
s3474,TV Show,Kuromukuro,Tensai Okamura,4-Jul-16,2016,TV-14,2 Seasons
s3475,Movie,Kurt & Courtney,Nick Broomfield,8-Jan-19,1998,R,95 min
s3476,TV Show,Kurt Seyit & Sura,,26-Dec-16,2014,TV-14,1 Season
s3477,Movie,Kurtulus Son Durak,Yusuf Pirhasan,10-Mar-17,2012,TV-MA,100 min
s3478,Movie,Kya Kehna,Kundan Shah,1-Apr-18,2000,TV-PG,149 min
s3479,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,15-May-19,2005,TV-14,165 min
s3480,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,15-May-19,2016,R,124 min
s3481,Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,12-Mar-18,2017,TV-MA,52 min
s3482,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,16-May-19,2001,TV-PG,150 min
s3483,Movie,Kyun! Ho Gaya Na,Samir Karnik,1-Mar-18,2004,TV-PG,165 min
s3484,TV Show,L.A.’s Finest,,5-Jan-21,2019,TV-14,1 Season
s3485,Movie,Léa & I,Camille Shooshani,2-Aug-19,2019,TV-MA,84 min
s3486,Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert",1-Feb-17,2016,TV-MA,104 min
s3487,Movie,LA 92,"Daniel Lindsay, T.J. Martin",1-Mar-18,2017,R,114 min
s3488,Movie,La Bamba,Luis Valdez,1-Jan-20,1987,PG-13,109 min
s3489,TV Show,La casa de papel,,3-Apr-20,2020,TV-MA,4 Seasons
s3490,Movie,La Coppia dei Campioni,Giulio Base,15-Feb-17,2016,TV-MA,88 min
s3491,TV Show,La Doña,,17-Nov-18,2016,TV-14,1 Season
s3492,TV Show,La Esclava Blanca,,1-Aug-16,2016,TV-MA,1 Season
s3493,TV Show,La Familia P. Luche,,,2012,TV-14,3 Seasons
s3494,TV Show,La Femme,,16-Oct-17,2016,TV-14,1 Season
s3495,Movie,La Gran Ilusión,Antonio Díaz,28-Oct-20,2016,TV-14,50 min
s3496,TV Show,La Grande Chaumière Violette,,14-Jan-19,2016,TV-14,1 Season
s3497,TV Show,La Línea: Shadow of Narco,Pepe Mora,9-Sep-20,2020,TV-MA,1 Season
s3498,Movie,La Leyenda del Diamante,Roberto Girault Facha,28-Jun-19,2017,TV-MA,87 min
s3499,TV Show,La Mante,,29-Dec-17,2017,TV-MA,1 Season
s3500,TV Show,La Niña,,18-Nov-16,2016,TV-MA,1 Season
s3501,Movie,LA Originals,,10-Apr-20,2020,TV-MA,92 min
s3502,TV Show,La Piloto,,2-Apr-18,2017,TV-MA,1 Season
s3503,TV Show,La Révolution,,16-Oct-20,2020,TV-MA,1 Season
s3504,TV Show,La Reina del Sur,,29-Nov-19,2019,TV-MA,2 Seasons
s3505,TV Show,La Robe De Mariee Des Cieux,,15-Nov-19,2004,TV-MA,1 Season
s3506,TV Show,La Rosa de Guadalupe,,15-Jan-19,2010,TV-PG,1 Season
s3507,TV Show,La Viuda Negra,Alejandro Lozano,15-Jan-19,2016,TV-14,1 Season
s3508,Movie,Laal Rang,Syed Ahmad Afzal,1-Mar-18,2016,TV-14,143 min
s3509,Movie,Laatu,Manav Shah,2-May-19,2018,TV-PG,116 min
s3510,Movie,Laddaland,Sopon Sukdapisit,7-Sep-18,2011,TV-MA,112 min
s3511,Movie,Ladies First,Uraaz Bahl,8-Mar-18,2018,TV-G,40 min
s3512,TV Show,Ladies Up,,27-Mar-20,2019,TV-MA,1 Season
s3513,Movie,Lady Bird,Greta Gerwig,3-Jun-20,2017,R,94 min
s3514,Movie,Lady Bloodfight,Chris Nahon,5-Aug-17,2016,R,101 min
s3515,Movie,Lady Driver,Shaun Paul Piccinino,2-May-20,2019,PG,104 min
s3516,TV Show,Lady Dynamite,,10-Nov-17,2017,TV-MA,2 Seasons
s3517,Movie,Lady in the Water,M. Night Shyamalan,1-Jul-19,2006,PG-13,110 min
s3518,Movie,Lady J,Emmanuel Mouret,8-Mar-19,2019,TV-MA,111 min
s3519,Movie,Lady-Like,,18-Jan-19,2018,NC-17,83 min
s3520,TV Show,"Lady, la vendedora de rosas",,1-Apr-18,2015,TV-14,1 Season
s3521,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",19-May-17,2017,TV-MA,101 min
s3522,Movie,Lagaan,Ashutosh Gowariker,10-Jan-21,2001,PG,224 min
s3523,Movie,Lagos Real Fake Life,Mike Ezuruonye,29-Nov-19,2018,TV-MA,118 min
s3524,Movie,Lakeeran,,1-Dec-19,2016,TV-PG,111 min
s3525,Movie,Lakshya,Farhan Akhtar,15-Dec-19,2004,TV-PG,185 min
s3526,Movie,Lal Patthar,Sushil Majumdar,1-Jul-17,1971,TV-14,153 min
s3527,Movie,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,15-Mar-18,2010,TV-MA,145 min
s3528,TV Show,Land Girls,,1-Aug-17,2011,TV-14,3 Seasons
s3529,Movie,Lang Tong,Sam Loh,20-Dec-18,2015,TV-MA,82 min
s3530,Movie,Lara and the Beat,Tosin Coker,14-Sep-20,2018,TV-MA,140 min
s3531,Movie,Larceny,R. Ellis Frazier,15-Sep-17,2017,TV-14,87 min
s3532,TV Show,Larry Charles' Dangerous World of Comedy,,15-Feb-19,2019,TV-MA,1 Season
s3533,Movie,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,26-Nov-20,2020,TV-14,68 min
s3534,TV Show,Larva,,1-Feb-16,2015,TV-Y7,3 Seasons
s3535,TV Show,Larva Island,,1-Mar-19,2019,TV-Y7,2 Seasons
s3536,TV Show,Las muñecas de la mafia,,15-Mar-19,2018,TV-MA,2 Seasons
s3537,TV Show,Last,,22-May-17,2015,TV-14,1 Season
s3538,Movie,Last Breath,"Alex Parkinson, Richard da Costa",6-May-19,2019,TV-MA,86 min
s3539,TV Show,Last Chance U,,28-Jul-20,2020,TV-MA,5 Seasons
s3540,Movie,Last Ferry,Jaki Bradley,11-Mar-20,2019,TV-MA,86 min
s3541,Movie,Last Flight to Abuja,Obi Emelonye,16-Jun-20,2012,TV-14,76 min
s3542,TV Show,LAST HOPE,,21-Dec-18,2018,TV-14,2 Seasons
s3543,Movie,Last Knights,Kazuaki Kiriya,1-Aug-19,2015,R,115 min
s3544,Movie,Last Night,Massy Tadjedin,1-Jan-19,2010,R,93 min
s3545,TV Show,Last Tango in Halifax,Juliet May,12-Jan-21,2020,TV-MA,4 Seasons
s3546,Movie,Late Life: The Chien-Ming Wang Story,Frank W Chen,15-Mar-19,2018,TV-14,98 min
s3547,Movie,Latte and the Magic Waterstone,"Regina Welker, Nina Wels",31-Jul-20,2020,TV-Y,83 min
s3548,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,2-Aug-16,2011,TV-MA,81 min
s3549,TV Show,Lavender,,15-Jan-19,2002,TV-14,1 Season
s3550,Movie,Lawless,John Hillcoat,29-Dec-19,2012,R,116 min
s3551,TV Show,Laws of Attraction,,16-Oct-17,2012,TV-14,1 Season
s3552,Movie,Layer Cake,Matthew Vaughn,1-Mar-19,2004,R,105 min
s3553,Movie,Layla M.,Mijke de Jong,23-Mar-18,2016,TV-MA,99 min
s3554,Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",1-May-18,2017,TV-14,121 min
s3555,Movie,Le serment des Hitler,Emmanuel Amara,1-May-19,2014,TV-PG,54 min
s3556,Movie,League of Legends Origins,Leslie Iwerks,16-Oct-19,2019,TV-MA,78 min
s3557,TV Show,Leah Remini: Scientology and the Aftermath,,1-Nov-20,2018,TV-14,3 Seasons
s3558,Movie,Leap Year,Anand Tucker,15-Nov-19,2010,PG,100 min
s3559,Movie,Leap!,"Eric Summer, Éric Warin",7-Jan-21,2016,PG,89 min
s3560,Movie,LeapFrog: Letter Factory,Roy Allen Smith,15-Apr-20,2003,TV-Y,37 min
s3561,Movie,LeapFrog: Numberland,Ron Myrick,15-Apr-20,2011,TV-Y,33 min
s3562,Movie,LeapFrog: Phonics Farm,Ron Myrick,15-Apr-20,2011,TV-Y,35 min
s3563,Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,15-Apr-20,2011,TV-Y,32 min
s3564,TV Show,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,,1-Jul-17,2015,TV-Y,1 Season
s3565,TV Show,Learning Time with Timmy,,15-May-20,2018,TV-Y,1 Season
s3566,Movie,Lechmi,B.N. Shajeer Sha,1-Aug-18,2017,TV-MA,147 min
s3567,Movie,Lee Daniels' The Butler,Lee Daniels,16-Dec-20,2013,PG-13,132 min
s3568,Movie,Left Behind,Vic Armstrong,26-Dec-18,2014,PG-13,110 min
s3569,TV Show,Legacies,,3-Apr-20,2019,TV-14,2 Seasons
s3570,Movie,Legend,Brian Helgeland,16-Jan-20,2015,R,132 min
s3571,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,1-Jan-20,2010,PG,97 min
s3572,Movie,Legend of the Naga Pearls,Yang Lei,30-Mar-18,2017,TV-MA,108 min
s3573,TV Show,Legend Quest,,24-Feb-17,2017,TV-Y7,1 Season
s3574,TV Show,Legend Quest: Masters of Myth,,5-Oct-19,2019,TV-Y7,1 Season
s3575,Movie,Legendary Weapons of China,Chia-Liang Liu,16-Aug-18,1982,TV-14,101 min
s3576,TV Show,Legends of Strength,,18-Jan-19,2017,TV-PG,1 Season
s3577,Movie,LEGENDS OF THE HIDDEN TEMPLE,Joe Menendez,2-Nov-19,2016,TV-PG,68 min
s3578,Movie,Legion,Scott Stewart,1-Nov-19,2010,R,100 min
s3579,TV Show,LEGO Bionicle: The Journey to One,,29-Jul-16,2016,TV-Y7,2 Seasons
s3580,Movie,Lego DC Comics: Batman Be-Leaguered,Rick Morales,1-Feb-19,2014,TV-Y7,22 min
s3581,TV Show,LEGO Elves: Secrets of Elvendale,,1-Sep-17,2017,TV-Y7,1 Season
s3582,TV Show,Lego Friends,," February 1, 2019",2017,TV-G,3 Seasons
s3583,TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",1-Feb-19,2018,TV-Y,1 Season
s3584,TV Show,LEGO Friends: The Power of Friendship,,10-Jun-16,2016,TV-Y7,2 Seasons
s3585,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",15-Jun-18,2018,TV-G,48 min
s3586,TV Show,LEGO Jurassic World: Legend of Isla Nublar,,1-Nov-20,2019,TV-Y,1 Season
s3587,TV Show,LEGO Jurassic World: Secret Exhibit,,1-Nov-20,2018,TV-Y,1 Season
s3588,Movie,LEGO Jurassic World: The Indominus Escape,Michael D. Black,4-Oct-16,2016,TV-Y7,25 min
s3589,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,Rob Silvestri,6-Aug-17,2015,TV-Y7,22 min
s3590,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,1-Feb-19,2018,TV-Y7,22 min
s3591,Movie,LEGO Marvel Super Heroes: Guardians of the Galaxy,,1-Feb-19,2017,TV-Y,22 min
s3592,TV Show,LEGO Ninjago,,1-Nov-20,2020,TV-Y7,2 Seasons
s3593,TV Show,LEGO Ninjago: Masters of Spinjitzu,,1-Nov-20,2019,TV-Y7,10 Seasons
s3594,Movie,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,,1-Feb-19,2016,TV-Y7-FV,44 min
s3595,TV Show,LEGO: CITY Adventures,,1-Nov-20,2019,TV-Y,1 Season
s3596,Movie,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,6-Jan-17,2013,TV-Y7,22 min
s3597,TV Show,Leila,,14-Jun-19,2019,TV-MA,1 Season
s3598,Movie,Lembi 8 Giga,Ashraf Fayeq,28-Apr-20,2010,TV-MA,111 min
s3599,TV Show,Lenox Hill,,10-Jun-20,2020,TV-MA,1 Season
s3600,Movie,Lens,Jayaprakash Radhakrishnan,1-Jun-17,2015,TV-MA,109 min
s3601,TV Show,Leo & Tig,,20-Aug-18,2017,TV-Y,1 Season
s3602,Movie,Leo the Lion,Mario Cambi,20-Dec-15,2013,TV-Y7-FV,78 min
s3603,Movie,"Les Bleus - Une autre histoire de France, 1996-2016","Pascal Blanchard, Sonia Dauger, David Dietz",15-Mar-17,2016,TV-MA,103 min
s3604,Movie,Les Misérables,Tom Hooper,16-Aug-20,2012,PG-13,158 min
s3605,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",14-Jan-20,2020,TV-MA,66 min
s3606,Movie,Lessons from a School Shooting: Notes from Dunblane,Kim A. Snyder,28-Sep-18,2018,TV-14,24 min
s3607,Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,6-Nov-17,2017,TV-MA,144 min
s3608,Movie,Let It Snow,Luke Snellin,8-Nov-19,2019,PG-13,93 min
s3609,Movie,Let There Be Light,John Huston,31-Mar-17,1946,TV-PG,58 min
s3610,Movie,Let's Dance,Inas El-Degheidy,2-Jun-20,2006,TV-14,116 min
s3611,TV Show,Let's Eat 2,,8-Aug-19,2015,TV-MA,1 Season
s3612,TV Show,Let’s Eat,,8-Aug-19,2013,TV-PG,1 Season
s3613,TV Show,Levius,,28-Nov-19,2019,TV-14,1 Season
s3614,TV Show,Leyla and Mecnun,Onur Ünlü,15-Apr-17,2014,TV-MA,3 Seasons
s3615,Movie,Leyla Everlasting,,4-Dec-20,2020,TV-MA,113 min
s3616,Movie,Lez Bomb,Jenna Laurenzo,7-Feb-19,2018,TV-14,90 min
s3617,Movie,"Liar, Liar, Vampire",Vince Marcello,2-Nov-19,2015,TV-PG,68 min
s3618,Movie,Liar's Dice,Geetu Mohandas,1-Jul-17,2013,TV-MA,104 min
s3619,Movie,Liberated: The New Sexual Revolution,,1-Feb-18,2017,TV-MA,86 min
s3620,TV Show,License to Drill: Louisiana,,2-Oct-19,2014,TV-PG,1 Season
s3621,Movie,Liefling,Brian Webber,14-Feb-20,2010,TV-PG,118 min
s3622,TV Show,Life,,12-Sep-18,2018,TV-MA,1 Season
s3623,Movie,Life 2.0,Jason Spingarn-Koff,1-Apr-17,2010,TV-MA,99 min
s3624,Movie,Life After Beth,Jeff Baena,21-Jul-18,2014,R,89 min
s3625,Movie,Life in a ... Metro,Anurag Basu,1-Nov-18,2007,TV-14,126 min
s3626,Movie,Life in the Doghouse,Ron Davis,1-Jun-19,2018,TV-PG,83 min
s3627,Movie,Life Ki Toh Lag Gayi,Rakesh Mehta,28-Dec-18,2012,TV-MA,109 min
s3628,Movie,Life of An Outcast,Pawan K Shrivastava,25-Feb-19,2018,TV-PG,80 min
s3629,TV Show,Life on Location,,22-Apr-15,2009,TV-G,1 Season
s3630,Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson",15-Jun-19,2019,TV-PG,40 min
s3631,TV Show,Life Plan A and B,,1-Aug-17,2016,TV-PG,1 Season
s3632,TV Show,Life Sentence,,23-Jun-18,2018,TV-14,1 Season
s3633,TV Show,Life Story,,20-Jun-16,2014,TV-14,1 Season
s3634,Movie,Life's Speed Bump,Wael Ehsan,2-Jun-20,2006,TV-14,109 min
s3635,Movie,Lifechanger,Justin McConnell,28-May-19,2018,TV-MA,84 min
s3636,Movie,Lifeline,Johnnie To,16-Aug-18,1997,TV-14,104 min
s3637,Movie,Light in the Dark,Ekene Som Mekwunye,18-May-20,2019,TV-14,105 min
s3638,Movie,Like Arrows,Kevin Peeples,6-May-19,2018,TV-PG,99 min
s3639,Movie,Like Father,Lauren Miller Rogen,3-Aug-18,2018,TV-MA,104 min
s3640,Movie,Like Water for Chocolate,Alfonso Arau,1-Nov-19,1992,R,105 min
s3641,Movie,Lil Peep: Everybody’s Everything,"Sebastian Jones, Ramez Silyan",4-Mar-20,2019,TV-MA,116 min
s3642,Movie,Lila & Eve,Charles Stone III,6-Feb-16,2015,R,94 min
s3643,Movie,Lilli,Prasobh Vijayan,17-Dec-18,2018,TV-MA,85 min
s3644,TV Show,Lilyhammer,,21-Nov-14,2014,TV-MA,3 Seasons
s3645,Movie,Limitless,Vrinda Samartha,1-Oct-19,2017,TV-PG,59 min
s3646,TV Show,Limmy's Show!,," October 1, 2019",2012,TV-MA,2 Seasons
s3647,Movie,Lincoln,Steven Spielberg,21-Feb-18,2012,PG-13,150 min
s3648,Movie,Line Walker,Jazz Boon,1-Dec-18,2016,TV-MA,109 min
s3649,Movie,Lingua Franca,Isabel Sandoval,26-Aug-20,2020,TV-MA,94 min
s3650,TV Show,Lion Pride,,21-Dec-18,2017,TV-MA,1 Season
s3651,Movie,Lion's Heart,Karim El Sobky,9-May-19,2013,TV-14,111 min
s3652,Movie,Lionheart,Genevieve Nnaji,4-Jan-19,2018,TV-PG,95 min
s3653,Movie,Liss Pereira: Reteniendo líquidos,Fernando Ayllón,10-Apr-19,2019,TV-14,59 min
s3654,Movie,Listen,Philippe Aractingi,19-Oct-20,2017,TV-MA,103 min
s3655,Movie,Listen Up! The Lives of Quincy Jones,Ellen Weissbrod,1-Nov-19,1990,TV-14,116 min
s3656,Movie,Little Baby Bum: Go Buster,,1-Oct-19,2019,TV-Y,58 min
s3657,TV Show,Little Baby Bum: Nursery Rhyme Friends,,18-Oct-19,2019,TV-Y,2 Seasons
s3658,Movie,Little Boxes,Rob Meyer,1-Jun-17,2016,TV-MA,89 min
s3659,Movie,Little Dragon Maiden,Hua Shan,1-Aug-18,1983,TV-14,92 min
s3660,Movie,Little Evil,Eli Craig,1-Sep-17,2017,TV-MA,95 min
s3661,TV Show,Little Lunch,,1-Feb-18,2015,,1 Season
s3662,Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,15-Mar-18,2016,TV-Y7,23 min
s3663,Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,15-Mar-18,2016,TV-Y7,25 min
s3664,Movie,Little Men,Ira Sachs,12-Jan-17,2016,PG,85 min
s3665,Movie,Little Miss Sumo,Matt Kay,28-Oct-19,2018,TV-G,20 min
s3666,Movie,Little Monsters,Richard Greenberg,1-Nov-20,1989,PG,102 min
s3667,Movie,Little Nicky,Steve Brill,1-Dec-20,2000,PG-13,90 min
s3668,TV Show,Little Singham,,4-Jul-20,2020,TV-Y7,2 Seasons
s3669,Movie,Little Singham aur Kaal ka Mahajaal,Prakash Satam,1-Dec-18,2018,TV-Y7-FV,68 min
s3670,Movie,Little Singham Bandarpur Mein Hu Ha Hu,,11-Jul-19,2019,TV-Y7,67 min
s3671,Movie,Little Singham in London,Prakash Satam,22-Apr-19,2019,TV-Y7,66 min
s3672,Movie,Little Singham: Kaal Ka Badla,Prakash Satam,19-Aug-20,2020,TV-Y7,70 min
s3673,Movie,Little Singham: Kaal Ki Tabaahi,Prakash Satam,19-Oct-19,2019,TV-Y7,66 min
s3674,Movie,Little Singham: Legend of Dugabakka,,15-Jul-20,2020,TV-Y7,68 min
s3675,Movie,Little Singham: Mahabali,Prakash Satam,27-Nov-19,2019,TV-Y7,69 min
s3676,Movie,Little Sister,Zach Clark,14-Jan-17,2016,NR,91 min
s3677,TV Show,Little Things,,9-Nov-19,2019,TV-MA,3 Seasons
s3678,TV Show,Little Witch Academia,,30-Jun-17,2017,TV-Y7,2 Seasons
s3679,TV Show,Littlest Pet Shop: A World of Our Own,,1-Feb-19,2018,TV-Y7,2 Seasons
s3680,TV Show,Liv and Maddie,,23-Apr-17,2017,TV-G,4 Seasons
s3681,TV Show,Live,,5-Feb-19,2018,TV-MA,1 Season
s3682,Movie,"Live Twice, Love Once",Maria Ripoll,7-Jan-20,2020,TV-MA,102 min
s3683,TV Show,Live Up To Your Name,,1-Jan-20,2017,TV-MA,1 Season
s3684,Movie,Living in Bondage: Breaking Free,Ramsey Nouah,22-May-20,2019,TV-MA,149 min
s3685,TV Show,Living Undocumented,,2-Oct-19,2019,TV-MA,1 Season
s3686,TV Show,Living with Yourself,,18-Oct-19,2019,TV-MA,1 Season
s3687,Movie,Lizzie Borden Took an Ax,Nick Gomez,25-Jul-16,2014,TV-14,87 min
s3688,TV Show,Llama Llama,,15-Nov-19,2019,TV-Y,2 Seasons
s3689,Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,23-Dec-16,2016,PG-13,98 min
s3690,Movie,Lo más sencillo es complicarlo todo,Rene Bueno,4-May-18,2018,TV-14,94 min
s3691,TV Show,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),,1-Feb-19,2017,TV-14,1 Season
s3692,TV Show,Lo que la vida me robó,,31-Dec-17,2013,TV-14,1 Season
s3693,TV Show,Loaded,,1-Apr-18,2017,TV-MA,1 Season
s3694,Movie,Lock,Smeep Kang,1-Oct-18,2016,TV-14,90 min
s3695,Movie,Lock Your Girls In,Fouad El-Mohandes,21-May-20,1982,TV-PG,233 min
s3696,Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,1-Jan-19,1998,R,108 min
s3697,Movie,Locke,Steven Knight,15-Jul-18,2013,R,85 min
s3698,TV Show,Locke & Key,,7-Feb-20,2020,TV-14,1 Season
s3699,Movie,Locked on You,Kıvanç Baruönü,13-Sep-19,2018,TV-14,105 min
s3700,TV Show,Locked Up,,31-Jul-20,2020,TV-MA,5 Seasons
s3701,Movie,Lockout,"James Mather, Steve Saint Leger",7-May-20,2012,PG-13,95 min
s3702,Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",30-Jul-17,2017,TV-MA,103 min
s3703,TV Show,Locust,,1-Aug-17,2014,TV-MA,1 Season
s3704,Movie,Loev,Sudhanshu Saria,1-May-17,2015,TV-MA,89 min
s3705,Movie,Logan's Run,Michael Anderson,1-Nov-19,1976,PG,118 min
s3706,Movie,Lola Igna,Eduardo Roy Jr.,18-Jun-20,2019,TV-14,114 min
s3707,TV Show,LoliRock,," May 1, 2018",2016,TV-Y,2 Seasons
s3708,Movie,Lolita,Stanley Kubrick,1-Nov-19,1962,R,153 min
s3709,Movie,Lommbock,Christian Zübert,9-Nov-18,2017,TV-MA,106 min
s3710,Movie,London Heist,Mark McQueen,1-Jan-21,2017,R,96 min
s3711,Movie,London Hughes: To Catch a D*ck,Kristian Mercado,22-Dec-20,2020,TV-MA,68 min
s3712,TV Show,London Spy,Jakob Verbruggen,31-Mar-17,2015,TV-MA,1 Season
s3713,Movie,Long Shot,Jacob LaMendola,29-Sep-17,2017,TV-14,40 min
s3714,Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",12-Nov-17,2017,TV-14,96 min
s3715,TV Show,Longmire,,17-Nov-17,2017,TV-MA,6 Seasons
s3716,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,,1-Sep-19,2016,TV-Y,1 Season
s3717,Movie,Look for a Star,Andrew Lau Wai-Keung,1-Dec-18,2009,TV-14,117 min
